"S","2024-11-27","2025-02-07","329000","305000",690.00,2.00,2.00,"Apartment","395","Skyview","Parkway","NE","1121"
"S","2024-09-27","2024-11-28","342900","330000",849.00,2.00,2.00,"Apartment","1121","6","Avenue","SW","907"
"S","2024-09-27","2024-11-21","329900","313000",798.00,2.00,1.00,"Apartment","130","25","Avenue","SW","209"
"S","2024-09-26","2024-12-18","275000","270000",713.00,2.00,1.00,"Apartment","755","Copperpond","Boulevard","SE","3402"
"S","2024-09-28","2024-11-27","263900","259000",908.00,2.00,2.00,"Apartment","5204","DALTON","Drive","NW","517"
"S","2024-09-27","2025-01-29","282500","276500",827.00,2.00,2.00,"Apartment","155","Skyview Ranch","Way","NE","3403"
"S","2024-10-01","2024-11-23","379900","368000",853.00,2.00,2.00,"Apartment","220","Seton","Grove","SE","3409"
"S","2024-09-27","2024-12-12","689900","650000",930.00,2.00,2.00,"Apartment","930","16","Avenue","SW","2506"
"S","2024-09-26","2024-12-05","309900","309900",636.00,1.00,1.00,"Apartment","42","Cranbrook","Gardens","SE","1401"
"S","2024-10-02","2025-02-01","319900","298000",844.00,2.00,2.00,"Apartment","60","Panatella","Street","NW","3304"
"S","2024-09-27","2024-12-03","234900","227500",613.00,1.00,1.00,"Apartment","515","57","Avenue","SW","210"
"S","2024-10-01","2024-11-28","268000","259000",595.00,1.00,1.00,"Apartment","60","Royal Oak","Plaza","NW","106"
"S","2024-09-26","2024-12-02","189900","179250",566.00,1.00,1.00,"Apartment","505","19","Avenue","SW","410"
"S","2024-09-30","2025-02-07","1652000","1525000",2402.00,2.00,3.00,"Apartment","738","1","Avenue","SW","103"
"S","2024-09-26","2024-12-10","399900","388000",1026.00,2.00,2.00,"Apartment","1899","45","Street","NW","213"
"S","2024-10-01","2024-12-03","899900","880000",1070.00,2.00,2.00,"Apartment","11","Mahogany","Circle","SE","302"
"S","2024-09-27","2025-02-08","364900","345000",1227.00,2.00,2.00,"Apartment","2134","Kensington","Road","NW","304"
"S","2024-09-28","2024-12-27","468000","460000",743.00,1.00,1.00,"Apartment","16","Varsity Estates","Circle","NW","1206"
"S","2024-10-29","2025-02-01","379900","355000",913.00,2.00,2.00,"Apartment","22","Richard","Place","SW","428"
"S","2024-10-03","2025-04-30","368000","358000",825.70,3.00,2.00,"Apartment","395","Skyview","Parkway","NE","1209"
"S","2024-09-27","2024-11-22","393500","385000",805.00,2.00,2.00,"Apartment","135","13","Avenue","SW","1601"
"S","2024-09-27","2025-01-14","199900","192500",530.00,1.00,1.00,"Apartment","2020","16","Avenue","NW","16"
"S","2024-10-09","2025-01-29","529500","503500",984.00,2.00,2.00,"Apartment","8355","19","Avenue","SW","304"
"S","2024-10-01","2025-01-01","294900","289500",981.00,2.00,2.00,"Apartment","2280","68","Street","NE","2115"
"S","2024-09-30","2024-11-26","299900","293000",760.00,2.00,1.00,"Apartment","540","18","Avenue","SW","302"
"S","2024-09-30","2024-11-21","349900","335000",694.00,2.00,2.00,"Apartment","395","Skyview","Parkway","NE","2206"
"S","2024-10-03","2025-04-15","415000","410000",1002.06,2.00,2.00,"Apartment","15","Sage Meadows","Landing","NW","4213"
"S","2024-10-11","2025-01-20","298000","288000",524.00,1.00,1.00,"Apartment","1720","10","Street","SW","211"
"S","2024-10-09","2024-11-22","359000","347000",768.00,2.00,2.00,"Apartment","30","Royal Oak","Plaza","NW","408"
"S","2024-10-02","2024-11-25","335000","312000",801.00,2.00,2.00,"Apartment","16","Sage Hill","Terrace","NW","307"
"S","2024-10-11","2025-01-03","349999","340000",537.00,1.00,1.00,"Apartment","370","Dieppe","Drive","SW","605"
"S","2024-10-05","2024-11-26","384900","370000",833.00,3.00,2.00,"Apartment","395","Skyview","Parkway","NE","1305"
"S","2024-10-01","2024-12-15","299900","288000",814.00,2.00,2.00,"Apartment","333","Taravista","Drive","NE","2106"
"S","2024-10-02","2024-12-28","189900","185000",558.00,1.00,1.00,"Apartment","1613","11","Avenue","SW","205"
"S","2024-10-01","2025-02-08","264900","230000",1026.00,3.00,2.00,"Apartment","10120","Brookpark","Boulevard","SW","328"
"S","2024-10-02","2024-11-21","274900","280000",597.00,1.00,1.00,"Apartment","175","Silverado","Boulevard","SW","1103"
"S","2024-11-03","2025-01-13","499900","490000",977.00,2.00,2.00,"Apartment","1111","10","Street","SW","604"
"S","2024-10-13","2024-12-23","425000","422500",904.00,2.00,2.00,"Apartment","215","13","Avenue","SW","1801"
"S","2025-01-24","2025-04-23","525000","507250",1220.43,2.00,2.00,"Apartment","215","13","Avenue","SW","1802"
"S","2024-11-18","2025-01-08","399990","393000",907.00,2.00,2.00,"Apartment","220","Seton","Grove","SE","1411"
"S","2024-10-05","2024-11-26","384900","375500",817.00,2.00,2.00,"Apartment","3727","Sage Hill","Drive","NW","3208"
"S","2024-11-04","2024-11-29","374900","365000",860.00,2.00,2.00,"Apartment","6800","Hunterview","Drive","NW","118"
"S","2024-10-03","2024-12-14","310000","310000",804.00,3.00,2.00,"Apartment","279","Copperpond","Common","SE","3208"
"S","2024-10-08","2024-12-05","349800","345000",823.00,2.00,2.00,"Apartment","402","Kincora Glen","Road","NW","2307"
"S","2024-10-10","2024-11-27","349900","347500",1056.00,2.00,2.00,"Apartment","270","Shawville","Way","SE","307"
"S","2024-10-03","2024-11-30","385000","362000",969.00,2.00,2.00,"Apartment","5720","2","Street","SW","205"
